sentence,label,id,index
"""An Asian blowgun assassin takes out victims in Niagara Falls and New York City before getting run over by a car. Sheila Morris (former Miss Sweden Janet Agren, given a hilarious """"Southern belle"""" dub to show she's from Alabama) finds a connection between these killings and the disappearance of her sister Diana (Paola Senatore) and sets out to investigate. This brings her to New Guinea where she promises a sleazy guide (Robert Kerman i.e. American porn star R. Bolla) 80,000 ",0,747,21168
"""The 70s were without a doubt the golden age of """"made-for-TV"""" horror. This is one of those that was probably churned out as an ABC movie of the week. It's the old story of a house and/or ghost possessing one of the new owners. The movie has promise, but it's never realized. Everything is rushed too much. Tension and suspense need time to build and grow. And there's nothing new. We've seen it all before and one better.<br /><br />One final thought: I don't understand why Rob",0,748,21183
A classic 80's movie that Disney for some reason stopped making. I watched this movie everyday when I was in like 6th grade. I found a copy myself after scouring video stores. Well worth it though. One of my all time favs,1,749,21256
"Suburban kids meet the forest. Killjoy is better in this part. He is more wicked and stronger as well. Nevertheless, most part of the acting is bad as well, like in the first one. Sometimes the characters say things to each other that do not make sense and are not convincing. I made an error to watch this one sober. You'll probably enjoy it more if you are not ;-). If you did not already stop loving clowns after the first movie, you definitely will after the second.....;-)<br",0,750,21258
"""Another well done moral ambiguity pieces where the anti-hero makes it hard to decide who to root for.<br /><br />If nothing else """"The Beguiled"""" silenced anyone who said there were no good parts for actresses in movies-at least in 1971. There were four excellent parts for actresses in this film and all were well cast and well executed.<br /><br />Pamelyn Ferdin did a fine job as Amy and would go on to play """"Wanda June"""". This must have been the first time an adult male box",1,751,21340
"Dolemite is awesome. Rudy Ray Moore's rhymin kung fu pimp with horrible choreographed action sequences is about as close as you can get to becoming a spoof of a genre without actually being spoof. Citizen Kane this may not be nor Les Infant Au Revoir, but this is undoubtedly genius in it's own right. The production values in this movie are so bad they could qualify as existential special effects. The plot drags a little in the middle but the power of such a cheap premise as k",1,752,21354
"I enjoyed the acting in this movie. Except for the sister. She reminded me of Janice on Friends. I could never quite believe she was anything but obnoxious. <br /><br />My main problems with the movie were the anticlimatic ending and the execution scene with the sister and brother-in-law. The guy falling out of the exploding car? Maybe if his hand had been blown off and he ran to the mute for help and she kissed him and rushed him to a hospital, maybe then I could have gone f",1,753,21406
"""Yes, in this movie you are treated to multiple little snowmen on the attack in apparently a very warm climate so yes this movie is definitely not to be taken seriously. It is in fact a much worse movie than the original as at least with that one the whole production looked like it cost more than a couple of bucks and a video camera to make. It has its funny moments, but really playing off the cheapness of your movie and making that be your intended laughs is kind of weak fil",0,754,21468
"It has started quietly. If your are looking for an action-packed movie this is absolutely not the right choice. All characters are slowly depicted on the scene. Stroke after stroke on the scene canvas. None can take away his hands to the priest and so the sisters lifespan devotion can only remain into the village. Philippa and Martina know their destiny, belong only to the village. So when you understand that, you are on the movie scene, in the village that becomes the whole ",1,756,21697
"""KRAMER VS KRAMER won five Oscars, including Best Picture of 1979. This intense and deeply moving family drama follows an advertising executive whose life is turned upside down when his wife of eight years, walks out on him, leaving him to care for his son and build a relationship with him he never had. Robert Benton's incisive screenplay presents us flawed, but real human beings with hearts, souls, and brains. For instance, in the scene where Joanna announces to Ted she's le",1,757,21727
"This was truly a tense and dark episode. Excellently executed, wonderful acting and atmospheric directing, 'Ice' is one of my favorite episodes. Along with 'Pusher' 'Grotesque' 'Wetwired' and 'Home' (these are quite good in dark atmosphere in my case) It seem quite realistic to me, their paranoia, their suspicion and their ever growing rage was perfectly executed by the great actors. However, 'Ice' had a problem that I got over after a few watches: IT WAS TOO SHORT! I WANTED ",1,758,21729
"I was @ 13 yrs of age when I saw this greatly underappreciated film at The ADAMS theatre in Newark, NJ, I purchased the Program, and later bought the soundtrack... still have both.... I am now 55 + yrs.. and have not seen it since (possibly once on network TV, in 1960's???) One of the greatest casts ever assembled, great score and production , please let another generation see this great film... It was my introduction to opera, and aided with my understanding of Tolerance.. P",1,759,21761
Millions in gold is traveling by train to the US treasury. Traveling along is Lois Lane to report on it. Along the way the train is attacked by masked thieves. They detach the car with the armed guards in it and attack the remaining ones. This leads to a vicious fight between the remaining guards and the thieves. The thieves overpower them but then Lois Lane jumps in. She beats the thieves off the train (at one point using a gun) but the train starts to careen out of control.,1,761,21792
"""The greatest movie ever.<br /><br />How's that for a contention? However, if we look at it through purely cinematic terms, it is clear that Three Colours Red is a masterpiece. It is not enough to merely say this - Three Colours Red is the masterpiece of world cinema. If you accept that Citizen Kane is not human enough, if you accept that Star Wars is not actually very good, if you accept that Ozu and Mizoguchi both have to take a step back - then Three Colours Red is the for",1,762,21893
"""A couple of days ago I saw the awesome """"House of Sand and Fog"""" and I was impressed with the amazing performance of Ben Kingsley in the lead role. I decided to see """"Ray"""", trying to understand how and why Ben Kingsley did not win the Oscar of Best Lead Actor. After watching Jamie Foxx in the role of Ray Charles, I agree with the Academy: he really deserved to be awarded. I like Ray Charles, I was not his fan, but it is amazing the resemblance of Jamie Foxx with him. The fi",1,763,21898
"""In 1904 Tangier, a wealthy American woman and her two children are kidnapped by Berbers, murderous desert pirates who scorn the Moroccan government and, by doing so, kidnap """"American pestilence"""", which attracts the attention of U.S. President Theodore Roosevelt. Fictitious historical epic is less a grand adventure than it is a peculiar, somewhat exhaustive throwback to the desert-sheik films of the 1940s (with a bit of """"The King and I"""" interjected, besides). Portraying t",0,764,21937
"""After Matt Dillon's phenomenal performance in CRASH, most will probably rush to pick up a copy of FACTOTUM to see if Dillon is for real or simply got a lucky rebound from a great script.<br /><br />Well, Factotum certainly has its moments, but the plainness of ...everything will most likely turn viewers off. However nothing should be taken away from Dillon. His performance is wonderful and full of excellent deadpan humor, proving he's a solid actor with significant chops; it",0,765,21989
"""Although I totally agree with the previous comment regarding the marvellous acting of Toni Servillo as Titta Di Girolamo, I would also like to add the beautiful filming and montage which turns this movie virtually into a painting. The young director Paolo Sorrentino had the courage to experiment with different types of camera techniques which reminded me of Darren Aronofsky' Requiem for a Dream. They both used the same MTV-style filming combined with modern (alternative/tech",1,766,21992
"Just reading why this show got canceled makes me rather steamed. This was a favorite of mine as a kid and I always watched it when it came on no matter how many times I saw the episode. Sure the effects were not great, but they were also not horrible either. They did a fairly good job with the costume and it had the nice 70's vibe to it that is always enjoyable to see and hear as the music was also very 70's. It did not really have any villains from the comics, but then most ",1,767,21997
"Jay Craven's criminally ignored film is a sober breath of fresh air in the generally narcissistic and derivative world of independent film. First off, the photography is pure aesthetic pleasure, capturing all of the gloomy beauty of Northern New England in late autumn (Cinematographer Paul Ryan did 2nd Unit on Malick's Days of Heaven). Second, the performances are uniformly excellent - Rip Torn's Noel Lourdes is irascibly charming and Tantoo Cardinal's Bangor is at once sensi",1,768,22031
"""I can't say what knowing the source for this movie adds, but this is one of my favorite films from Paul Mazursky (director and co-author). This is a retake on the Shakespeare """"comedy"""", but utterly removed from the stage. Without much text, Mazursky and star Cassavettes make visual a mid-life crisis of passion and purpose. Desperate to re-center himself, Cassavettes retreats to a remote Greek island--where the locals and the island itself weave a little magic. With Raul Jul",1,769,22033
"When The Spirits Within was released, all you heard from Final Fantasy fans was how awful the movie was because it didn't seem like Final Fantasy. This is a different story, for better or worse. The familiar settings, characters, music, story, and over the top action scenes should thrill fans of the original game. The problem is that it just isn't a good movie in its own right.<br /><br />The direction during the fight scenes is often sloppy, switching camera angles ridiculou",0,770,22069
"Just saw 'The League of Gentlemen: Apocalypse' at a special screening in Manchester, with Mark Gatiss and Reece Shearsmith of the League in attendance.<br /><br />At the back was Peter Kay (who has a brief cameo in the film) affectionately heckling at the back during the Q & A session after the film.<br /><br />The film was complicated (in a good way) and very very funny. It follows Geoff Tipps, Hilary Briss and Herr Lipp as they try and save fictional Rosyton Vasey from the ",1,771,22099
"""In Thailand, the Americans Connor (Colin Egglesfield) and his girlfriend Amanda (Meredith Monroe) quarrel in a Muay-Thai fight, and Amanda leaves Connor alone. She asks the direction of the hotel to a stranger, indeed the mean vampire Niran (Don Hetrakul), and she is bitten and kidnapped by his gang of evil vampires in motorcycles. Connor joins to a clan of """"good"""" vampires leaded by Sang (Stephanie Chao), trying to save Amanda from the claws of Niran.<br /><br />I expected",0,772,22114
"<br /><br />It sucked.<br /><br />I returned the video after watching half of it. Not funny,<br /><br />just a cheap and desperate attempt to cash in on a very very funny original. junk, forget it, don't waste your time etc etc",0,773,22155
"Even though I tried to avoid German films recently, positive reviews lured me into renting this one. There I stand fooled again by German media which has been hyping domestic flicks over and over again. To me it is no wonder no one abroad wants to see this crap. The idea to make this film is no idea at all (I guess some fool read a women's magazine article about speed-dating). In short: The characters (which are none), dialogue and content are so stunningly trivial, trite and",0,774,22204
"""Again, like many other TV Shows, a certain actor/actresses in thrust into the limelight, in this case Miranda Cosgrove, having built up her reputation in previous Movies/Series (especially by Nickelodeon and Dan Schneider. She is now the star of the show, gets to sing the soundtrack ( which she DID NOT WRITE and thus gets even more fame from that). Wonderful? It creates as much imbalance in popularity vs her other co-stars, especially Nathan Kress, who is continually thrust ",0,775,22215
"""I am trying to find somewhere to purchase a DVD/VHS copy of the movie """"Isn't it Shocking?"""" I was 7 years old when I saw this movie and I lived in the town where it was filmed. A couple of items from my family were used in the movie as props and a couple of my friend's homes were used in a couple of the scenes. The filming pretty well took place in the town and surrounding community. I have only seen the film once originally and I would like to get a copy so now I can show ",1,776,22237
"""These days, writers, directors and producers are relying more and more on the """"surprise"""" ending. The old art of bringing a movie to closure, taking all of the information we have learned through out the movie and bringing it to a nice complete ending, has been lost. Now what we have is a movie that, no matter how complex, detailed, or frivolous, can be wrapped up in 5 minutes. It was all in his/her head. That explanation is the director's safety net. If all else fails, or ",0,777,22303
"""This is a pretty simplistic romance. Girl finds boy, girl loves boy, girl loses boy, girl finds boy. Colleen Moore is the outstanding ingredient in this recipe, delivering a wonderfully varied dramatic/romantic performance, well deserving of an Oscar nom. Equally fine are the aerial combat special effects.<br /><br />Moore plays a French girl whose mother has turned over their field to a British aerial squadron during WWI. She is the """"daughter of the regiment"""", loved as a ",0,778,22344
"""This movie was pointless. I can't even call it sci-fi, since that requires more from a movie than merely taking place in space. """"Max Q"""" isn't even set in space for the entire movie. The story/plot is unoriginal, the cast isn't anything to write home about, although it would be strange with a top cast in a mediocre film... Furthermore, it's not particularly exciting or well-told. At least it's evenly balanced in a low quality sort of way, in that nothing or no one stands ou",0,779,22351
"Eh it's not really as good as the other Dragonballs. The villains are actually rip-offs of other Z villains like Cell, Frieza, and even Majin Buu. With Baby being Frieza's clone, Super 17 being Cell's clone, and the Shadow Dragons being Buu's clone(s). The story is also very bad as it deals with Goku shrinking. SHRINKING!! It deals with him SHRINKING to like the size of an eight year old just to get it going. Let us not forget how weak the characters become. Gohan can't go my",0,780,22387
"""I was a Marine at Camp Pendleton when the D.I. came out (1st Marine Division, 11th Marine Regiment, 3rd Battalion, I-Battery). I still remember standing in line with a bunch of other Marines to see the movie at the """"Star"""" theater in Oceanside, California.<br /><br />We did not remotely expect the movie to portray everything we experienced in boot camp but we were all pleasantly surprised at how well done the movie was. The idea of using real Marines in the movie was a grea",1,781,22405
This film contain far too much meaningless violence. Too much shooting and blood. The acting seems very unrealistic and is generally poor. The only reason to see this film is if you like very old cars.,0,782,22417
"John Barrymore plays a gentleman who is also the thief, Arsene Lupin. While no one knows for sure this is the case, the inspector (Lionel Barrymore) is sure of it but cannot prove it. So, Lionel spends much of the movie following John--hoping to catch this brilliant and slippery thief.<br /><br />Although I liked the film, I really think I had higher expectations for it and thought it might be better than just a very good time-passer. That's because it paired John AND Lionel ",1,783,22464
"""Wow, pretty amazing that something this bad could actually be made. I am giving this movie a 2 because it is so bad it has a certain """"car wreck"""" kind of appeal. Its so bad its comical and that does have a certain entertainment value. Plus there is a bit of gratuitous nudity and that is always appreciated.<br /><br />So where do I begin. The acting is beyond awful, its like you are watching a high school play being filmed. Theresa Russell must have done something really bad",0,784,22470
"""What a waste of time to watch this movie. Poor picture quality, poor sound, poor acting and definitely not based on actual facts. The deputy's """"girlfriend"""" did so much overacting, as did the sheriff, that it was more comedy than horror. The deputy tries to make an emergency phone call by dialing 911...PROBLEM...in 1957 that emergency number was not in existence. That is just one example of glaring inconsistencies.<br /><br />The """"scary"""" aspect was way underdone. Just did",0,785,22480
"""This is a stereotype plot. A young fighter tries to enter a competition when he is not ready and is not selected to represent his fighting school. This leads to separation from the fighting school and naturally he finds a strange new master to teach him to fight.<br /><br />The fights are not of high standards. They are way too """"simple"""" in a way that 1+1 is simple to every adult. The fighter has trained and enters the ring, but does not do what he trained and gets an ass k",0,786,22505
"""This move is bad on so many levels I don't even know where to start. OK - the good points - Peebles is beautiful as a dirty outlaw in black leather. Some of the landscape photography was stunning. That's about it. Oh, and it was a nice touch having the buffalo head above the bar door in Freemanville, I figure it was a nod to the Buffalo Soldiers. The movie starts sort of OK but the characters are so flat, so comic book, so 'much', the bad guys are just over the top bad, I ch",0,787,22523
"When the movie first started I thought cheesy. The first ten minutes were really boring. After the slow beginning and some of the soap opera antics, I started liking it. The plot was different than anything I had ever seen. Now, was it a horror? Not really. It shouldn't have been classied as a horror or the producers should have put more money into the movie to make it scary. As it was, the creatures where only there for a short time. I can only assume this was for money reas",1,788,22559
"OK. So it can be done! We have here the perfect vampire movie. Gothic, beautiful. With all the ingredients. A realistic vampire. A wonderful story. Take note - I am from Transylvania and I assure you, this movie respects the vampire lore! It's exactly like the tales I heard in my childhood. For a transylvanian, it is quite... believable. You must see it, if you are interested by real vampires, as they were depicted in medieval chronicles and not how are they done in recent Ho",1,790,22584
"""As a Long Island independent film maker myself, and having have had two theatrical releases under my producing/directing belt I had always been told of how much I could learn by viewing a FRED CARPENTER production so I was lucky enough to have his """"Eddie Monroe"""" as my initiation to his superb budgeting, production, casting, settings and masterful directing talents. My heart went out to it's characters, it's story and was totally won over by the trick/switch ending that bro",1,791,22587
"I guess this is the first time I have seen a Roscoe 'Fatty' Arbuckle movie. I really liked him in his (title) role as a butcher boy. The way he moves is very funny in my opinion, for example how he handles his knife and the way he rolls a cigarette. I think he is a good actor; his facial expressions really suit the role he plays, for example how he winks at the audience in the end. But one might add that that was probably not too difficult. Anyway I think he would have deserv",1,792,22626
"""Abe Zwick perfected the one-off, beautifully. He never made another film, but created a brilliant portrait of homosexual self-hatred in this film that is both caustic and affecting. He commands the screen, presenting the crumbling debris of a man breaking down under the strain of an increasingly meaningless life. <br /><br />Paul (Zwick) is an aging queen who's somehow convinced Stanley (Wayne Crawford), a doe-eyed idiot with no sense of the future, to follow his star. He's ",1,793,22661
"""This movie was bad but it was so bad that it may reach cult status in the distant future. A sort of film-noir meets Plan 9 From Outer Space. The story was, well, there wasn't actually a story. There is a place reserved for the Ed Woods and Russ Meyers of the world and this film proves it. """"So bad it might be good"""" is the best way to describe it. I seriously doubt if this movie will be picked up by any legitimate distribution company therefore it is unlikely to see wide rel",0,794,22694
"""OK, I read the director's comment about this movie (featured as the 'frontmost comment'), and I have to admit that I can identify with his position.<br /><br />Micheal, I hope your career recovered from this particular setback and you went on to other, better things. I've seen this movie in the MST3K form. Even with all the chopped continuity and snotty remarks being tossed out by the robots, I saw a potentially decent movie with an ambitious set of ideas trying to struggle ",0,795,22812
"""Palwol ui Christmas is very Korean, if you have been to Korea or have Korean friends, you should know what i mean. Korean are very traditional people, they see love very quitely. a kind of feeling you don't find in today's world. i think that is why this film is so special. it is wrong to compare this film with """"Love Letter"""" by Shunji Iwai, japaness are very good but could never make one like Palwol ui Christmas. if you have a chance please see this movie for yourself.""",1,796,22832
"""i watched all of the doctor who episodes that my local PBS station played while growing up.(got introduced to the doctor by way of John Pertwee)as well as """"camera copies"""" of doctor who sent to America by UK fans to their US counterparts. i had a great time w/ the show, but it never seemed to take itself seriously - i mean as seriously as a sci-fi show about a time traveler could be. i went to the CONs, did the costume bit (doctor#5,6 and Tegan were my costume characters), ",1,797,22917
I rented this movie because I love Kristanna Loken and I've watched her on many TV shows and since she's having her 15 minutes of fame nowadays with her new T3 movie I wanted to check out what other movies she has been in.<br /><br />She's just OK in terms of acting. Not good and not bad either. She makes up for everything by being extremely gorgeous. YUMMMMM<br /><br />Rodney Rowland was quite a surprise as the hero. He provided the only solid good acting in the movie. He's ,0,798,22920
"WESTERN UNION tells in melodramatic fashion the stringing of telegraph lines between two points out west. Siblings Dean Jagger and Virginia Gilmore work for Western Union, and Randolph Scott and Robert Young work for the Creightons. Indians and some bad white guys get in the way, but nothing can stop America's progress. This sense of manifest destiny is greatly enhanced by a first-rate musical score and vibrant color photography. Scott is a bank robber looking to mend his way",1,799,22964
This Spaghetti Western uses three American lead actors which takes away a little of the typical spaghetti aura. The plot is about an amnesty that the governor of New Mexico gives to all willing criminals to provide them a chance to start a new life. Usually this kind of opportunity is limited to past events but in this film it seems more like a licence to kill because even new crimes (like e.g. threatening the governor) are forgiven. The story is an endless chain of killings ,0,800,22966
"""Remember those old kung fu movies we used to watch on Friday and Saturday late nights when our babysitters THOUGHT we were in charge? Well, this movie plays exactly like one of those movies. Patsy Kensit's biggest claim to fame was the love interest to Mel Gibson's character in """"Lethal Weapon 2,"""" and this performance was one of the reasons why she's never made it big: she's a terrible actress.<br /><br />In """"Lethal Weapon 2,"""" I thought she was cute. Cute enough to check ",0,801,22986
"Great film, a very worthy 7/10.<br /><br />Tom Hanks was at his usual best, the heavy drinking congressman who saved Afghanistan from its communist oppressors! Based upon a true story tells us how the West throws money and arms at a problem and expect it to go away. Well, it did go away, albeit temporarily. Look who we (the British, amongst others) are now fighting the very same people who the US gave arms, training and money to in the 80s.<br /><br />This film was always goi",1,802,22996
"When I read the synopsis - 3 people lost in the wild battling against a huge crocodile - I wasn't exactly drawn in. It sounded like the typical yawn-movie horror formula of a bunch of people stalked by a monster - except in this case there are only three of them, so we wouldn't even get the macabre 'joy' of watching them get picked off one by one.<br /><br />However, I watched it (couldn't sleep; nothing else to do) and it turned out to be much better than expected. The actin",1,803,23015
"Just watched this one again. I wanted to show it to one of my friends and we had the best time. This is why these kind of movies are made, to entertain people and Zombie Bloodbath 2 does that for me and for everyone I have showed it to.<br /><br />The story concerns a group of teenagers in a van that run into a group of escaped convicts who have taken over an old farmhouse. When a scarecrow (that is actually a demon I think) gets disturbed, it comes to life and re-animates de",1,804,23020
"Irene Jacob is mesmerizing in this final installment of Krzysztof Kieslowski's trilogy and the story is infinitely satisfying as it succeeds in tying all three films together. I am simply in awe of the amount of talent it took to do one of these stories, let alone all three. Everything seems to fit together so precisely, all the elements of filmmaking so eloquently executed, and the end result so much greater than the sum of the individual parts. Trois Couleurs is epic in nat",1,805,23051
"I'm surprised to read all the positive comments on this movie. Even my 4 and 6 year old were bored. The chipmunks are cute...but the storyline is overly obvious. Not recommended for young ones with the least sophisticated tastes.<br /><br />We did hear a few laughs from the audience while we were in attendance; but I wondered why.<br /><br />I don't admit to ever being a 'chipmunks' fan, but I expected to be entertained. It's not even an 'escapist' movie as far as I can tell.",0,806,23075
"""Me and my mates used to gather together in one house to watch this on a Friday night before going to the pub. It was the only programme that ever made us miss opening time. It is one of the best comedies I have ever watched if not the best. David Jason was brilliant and was compared many times to Buster Keaton with his clever stunts that were pulled off so believably. I wish I could get hold of the series on DVD to watch again. He had an amazing ability to make stupid things",1,807,23100
"""You have to acknowledge Cimino's contribution to cinema. He gave us both the most over-rated film in history (The Deer Hunter) and the worst film in history (Heaven's Gate). And before you start with the 'It's bad but not the worst ever' let me explain. <br /><br />For 20+ years I listened to the critics and avoided """"Heaven's Gate""""-actually this was not hard because you are hardly bombarded with opportunities to view this film. Then a few days after seeing the 'Final Cut: ",0,808,23140
"""""""The Violent Men"""" marked the finest collaboration of Rudolph Maté with Glenn Ford in an intensely satisfying drama of rugged primitive justice <br /><br />Ford is John Parrish, a former Cavalry captain who is itching to get married and start a new life His fiancée Caroline Vail (May Wynn) is desperate to move east, and to see him selling his spread to Lee Wilkison (Edward G. Robinson).<br /><br />Parrish is not even much of a cattleman but he do understand that there is",1,809,23147
"""John Huston made many remarkable and memorable films. Those most often and easily recalled were released long before his passing in 1987. It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella """"The Dead."""" <br /><br />Once long ago, a very wise man called Doc asked me, """"Doesn't """"The Dead"""" seem remarkably more vivid and bright than any of the other stories in Dubline",1,810,23150
"""I thought this movie was excellent. Jon Foster is one of my top favorite actors, he was perfect as Micheal Skakel. I found everything about it to be great, acting, costumes, production, directing, photography, script and music, etc.<br /><br />Spoilers Coming Up! You Have Been Warned!<br /><br />Martha Moxley, who they had tell the story in the movie was bludgeoned to death by her violent troubled neighbor Micheal Skakel. Micheal did this out of jealousy of his brother Tommy",1,811,23174
"""Do not watch this movie, go see something else ... I was very disappointed, I cannot rate this movie any better than 3. The acting was quite good and I really liked William Dafoe as the villain, but I cannot see why this movie made it to the big screen. The story was old and has been shown in 100+ other movies and 1000+ TV series/movies. The main problem was basically: Nothing is happening. Take a kidnapping, let the villain make the wife of the kidnapped man deliver the mon",0,812,23225
"""I would think that this was one of those films whose director hadn't read the book it was based on, were it not for the fact that they are just slightly similar. It is certainly possible for a great film to be """"based"""" very loosely on a book and this was certainly the latter but not the former.<br /><br />There were a number of flaws. One was that it tried to be too much like the Railway Children, probably because adults would expect this, being from the same author. Anothe",0,813,23243
"""Good (not great) little horror film with a high """"creep"""" factor (not to be confused with a 1991 movie by the same name, or the more recent (2001) Campfire STORIES). Central tale of stranded teens telling ghost stories around a campfire in spooky woods nicely leads into, and ties together the different stories that make up the bulk of the movie (Watch for Ron Livingston (Office Space, Band of Brothers) and Jennifer MacDonald in a spirited, sexy segment (""""The Honeymoon"""")). ",1,814,23247
"For all viewers out there who have slammed John Waters for creating a film like Pink Flamingos, just stop. It's getting you nowhere. Has anyone ever cared to stop and think about the ambition and dedication Mr.Waters possesses. To gather your best friends up and to create a movie just to gross out thousands of viewers all over shows this man has a great deal of ambition inside himself. Just read his biography Shock Value. It discusses the lengths he went through to get this f",1,815,23276
"My question is what was the worst element of this movie? Was it the acting? directing? script?. Maybe it was the waste of Alan Ladd and Jack LaRue. LaRue and, especially, Ladd are capable of bringing extreme sinisterness to a role. In this movie, it was hard to tell who the bad guy was. Granted, Ladd was playing an undercover good guy, but even in his good guy roles, he could be very chilling. So, the net result was a potentially good movie bereft of any feeling of conflict.",0,816,23292
"""If Archie Bunker was armed, he may well have been """"Joe"""". However, """"All in the Family"""" would have had a rather short run because the censors would never have allowed it to run along the lines of THIS movie. Joe is a working class guy who is a racist and a bigot, and has a big mouth, especially when he's drunk. One night he meets a man in a bar, Bill, who is having a drink to soothe his frazzled nerves after accidentally killing his daughter's junkie boyfriend and he lets ",1,817,23323
"This is a charming movie to say the least. The main character, Fanda, is an old man who refuses to be among the living dead by which he is surrounded. He and his accomplice go around pulling pranks and getting into trouble all over town. Meanwhile his family is up in arms about what to do with him. From there you see Fanda's relationships with his wife, best friend and son develop. It finally leads up to one of the best movie endings I have ever seen.<br /><br />The character",1,819,23357
"Check out the two octogenarians who review Leatherheads. These guys are old-school Hollywood and a hit on YouTube. They always give an insightful and fun review. They have movie comparisons that are really interesting and they have a banter back and forth that is endlessly entertaining. They know movies, collectively they have been in the biz for practically a century. Lorenzo is a well-known screenwriter and Marcia is a famous producer. All of their insight on movies always ",0,820,23358
"This is a movie that deserves another look--if you haven't seen it for a while, or a first look--if you were too young when it came out (1983). Based on a play by the same name, it is the story of an older actor who heads a touring Shakespearean repertory company in England during World War II. It deals with his stress of trying to perform a Shakespeare each night while facing problems such as bombed theaters and a company made up of older or physically handicapped actors--th",1,821,23408
"""Following the World War II Japanese attack on U.S. forces at Pearl Harbor, """"The Eastside Kids"""": Leo Gorcey (as Muggs), Bobby Jordan (as Danny Connors), Huntz Hall (as Glimpy), David Gorcey (as Peewee), Ernest Morrison (as Scruno), and Bobby Stone (as Skinny) want to serve their country. But, both the U.S. Army and Navy reject them as too young. Still wanting to """"knock off about a million Japs"""", the """"boys"""" attack an Asian clerk, who turns out to be Chinese. The unfortun",0,822,23412
"Good drama/comedy, with two good performances from Hunter & Hurt, but Albert Brooks steals every scene he is in. With a great script, this movie soars and gives everyone a chance to show their acting talent. And although Joan Cusack is not in this much, but she has one if not the funniest scene in the movie. The highlight of the movie for me, was Albert Brooks speech on the devil. Only one draw back is the fact it goes little slow in places. And I only got totally interested ",1,823,23424
"This was the most unrealistic movie I ever seen.<br /><br />I can't believe that the writer and director didn't see that almost all the movie looks like a SF one.<br /><br />For example: <br /><br />1. It is impossible for the killer to stay on cold glaze and after 10 hours to get up so quickly.<br /><br />2. You can't get electrocuted trough a water pipe like in the movie.(believe me, it's my domain)<br /><br />3. With a saw you can cut 10 pipes in 10 hour very easy. Let's s",0,824,23434
"""Dresden had great expectations because of its spectacular theme and its high budget. I was really looking forward to it and I really wanted it to be good... but it is not. The only good thing are the special effects that are very well done, but, like in a really bad Hollywood blockbuster, everything else is missing.<br /><br />It is poorly written, the screenplay tries to fulfill genre-rules with standard suspense/love- story elements but there is no depth or originality at ",0,825,23466
"""It has been widely agreed that Hayao Miyazaki is a master at his craft when it comes to combining rich animation with thoughtful story lines and similarly imaginative characters. His movies, from NAUSICAA, TOTORO, KIKI, LAPUTA, and MONONOKE to the recent HOWL'S MOVING CASTLE are all not only gorgeously rendered in terms of art, but in terms of movie-making as well. Can this man do no wrong? Not really, but it is impossible to expect everyone of his movies to always be five s",1,827,23493
"""Sometimes reading the user comments on IMDB fills me with despair for the species. For anybody to dismiss 2001: A Space Odyssey as """"boring"""" they must have no interest in science, technology, philosophy, history or the art of film-making. Finally I understand why most Hollywood productions are so shallow and vacuous - they understand their audience.<br /><br />Thankfully, those that cannot appreciate Kubrick's accomplishment are still a minority. Most viewers are able to se",1,829,23524
"Another gray, horrible bit of schlockiness from the family Corman. The first space capsule into outer space crash lands back on Earth(with some of the worst special effects ever), and the pilot appears to be dead. But appearances can be deceiving. He's actually more alive than the rest of the cast, including a patronizing misogynist old doctor(who'd also really, REALLY boring), a greasy guy who looks like he's cornered the market on hair oil, another guy so dull he doesn't ev",0,830,23597
"Paul Bettany did a great role as the tortured father whose favorite little girl dies tragically of disease. For that, he deserves all the credit. However, the movie was mostly about exactly that, keeping the adventures of Darwin as he gathered data for his theories as incomplete stories told to children and skipping completely the disputes regarding his ideas.<br /><br />Two things bothered me terribly: the soundtrack, with its whiny sound, practically shoving sadness down th",1,831,23601
"Truly awful nonsensical garbage. This movie does everything wrong except make the running time under an hour. The gore FX defy gravity & logic. There are no scares. The acting is abysmal, with everyone appearing to be reading their lines. There's a surprise ending that's just silly where we find out that things we saw happen didn't even happen. Boy do I hate cop out endings! They pad this thing out with long drawn-out shots of people doing nothing interesting(like putting on ",0,832,23623
"Bridges's drama about a reporter who discovers some flaws in the safety precautions taken at a nuclear powerplant is directed well and a pretty interesting film from the late 70s. Its not amazing, but its solid, the acting is pretty good especially Jack lemmon, but Douglas and Fonda were good too. It was a pretty good screenplay and Bridges's direction was solid and suitable. This is definitely not one of the best films of the 70s, but its one of the better ones. A good early",1,833,23638
"""The problem with so many people watching this movie is the mindset they watch it in. People come looking for a B-Grade horror film, or a """"So Bad It's Good"""" movie. Jack Frost 2 is neither of these.<br /><br />It is, to put it simply, a very good movie cleverly hidden inside a very bad one. To view it as anything other than a screwball comedy (easily funnier than all three absolutely meritless """"Scary Movies"""" combined) is to misinterpret the movie on a basic level. It would",1,834,23665
"""Once again, I am amazed that Thomas Gibson did not come to the head of the pack earlier in his career. In this film, Gibson once again demonstrates his ability to grasp a character regardless of sexuality, social status or nationality. Gibson plays a very convincing gay male of the late 20th Century. Tender yet not effeminate, afraid of the basic tenets of love, Gibson's character touches a variety of emotions. Also worthy of praise is Cameron Bancroft's performance. His nee",1,835,23668
